date,latitude,longitude,pricetype,currency,price,usdprice,year,month,day_of_week,day_of_year,month_sin,month_cos,is_holiday_season,location_cluster,markets_in_region,price_to_usd_ratio,rolling_avg_price,price_volatility,admin1_encoded,admin2_encoded,market_encoded,category_encoded,commodity_encoded,unit_encoded,priceflag_encoded,price_category_encoded
2006-01-15,0.516667,35.283333,Wholesale,KES,-0.6315959388261739,-0.6592206719003079,2006,1,6,15,0.49999999999999994,0.8660254037844387,0,43,6,-1.8074115156132915,14.426666666666668,16.51805859443091,6,19,4,0,18,11,0,4
2006-01-15,0.516667,35.283333,Wholesale,KES,-0.23484531337302458,-0.05192238778110801,2006,1,6,15,0.49999999999999994,0.8660254037844387,0,43,6,-1.806276679080206,416.0,1360.3237698452122,6,19,4,0,19,8,0,0
2006-01-15,0.516667,35.283333,Wholesale,KES,-0.6205283515762469,-0.6422782599456646,2006,1,6,15,0.49999999999999994,0.8660254037844387,0,43,6,-1.8068397209466485,42.59,14.759302170531353,6,19,4,6,1,11,0,4
2006-02-15,-4.05,39.666667,Wholesale,KES,-0.630435003100657,-0.657350574640447,2006,2,2,46,0.8660254037844386,0.5000000000000001,0,32,4,-1.8509150378585897,14.736666666666666,16.51805859443091,1,13,49,0,18,11,0,4
2006-02-15,-4.05,39.666667,Wholesale,KES,-0.12346278434517782,0.12770361423263613,2006,2,2,46,0.8660254037844386,0.5000000000000001,0,32,4,-1.852525324042414,913.6666666666666,1360.3237698452122,1,13,49,0,19,8,0,0
2006-02-15,-4.05,39.666667,Wholesale,KES,-0.6226718763795924,-0.6453269274468293,2006,2,2,46,0.8660254037844386,0.5000000000000001,0,32,4,-1.8523158622941627,41.64666666666667,14.759302170531353,1,13,49,6,1,11,0,4
2006-02-15,-1.366667,38.016667,Wholesale,KES,-0.11250960815225816,0.144664615623262,2006,2,2,46,0.8660254037844386,0.5000000000000001,0,19,6,-1.8525249143465674,1098.0166666666667,1087.911292758586,2,6,34,0,33,5,0,0
2006-02-15,-1.366667,38.016667,Wholesale,KES,0.03704919857410587,0.37625552698307757,2006,2,2,46,0.8660254037844386,0.5000000000000001,0,19,6,-1.8525168018502067,1800.0,1920.7390539920304,2,6,34,0,40,8,0,0
2006-02-15,2.333333,37.983333,Retail,KES,-0.628553950722211,-0.6544357510783579,2006,2,2,46,0.8660254037844386,0.5000000000000001,0,48,6,-1.8520169395538455,912.3333333333334,1360.3237698452122,2,11,45,0,19,11,0,4
2006-02-15,-1.283333,36.816667,Retail,KES,-0.6272079382868292,-0.6523500163610977,2006,2,2,46,0.8660254037844386,0.5000000000000001,0,12,1,-1.8525124419775747,26.0,7.4457874418311745,3,14,52,0,8,4,0,4
2006-02-15,-1.283333,36.816667,Wholesale,KES,-0.630435003100657,-0.657350574640447,2006,2,2,46,0.8660254037844386,0.5000000000000001,0,12,1,-1.8509150378585897,15.26,16.51805859443091,3,14,52,0,18,11,0,4
2006-02-15,-1.283333,36.816667,Wholesale,KES,0.12454000687392508,0.5117353364250785,2006,2,2,46,0.8660254037844386,0.5000000000000001,0,12,1,-1.8525163002724272,1953.3333333333333,1920.7390539920304,3,14,52,0,40,8,0,0
2006-02-15,-1.283333,36.816667,Retail,KES,-0.6275444413956747,-0.6528705205686136,2006,2,2,46,0.8660254037844386,0.5000000000000001,0,12,1,-1.8526868294173406,23.5,10.174312975228663,3,14,52,2,28,6,0,4
2006-02-15,-1.283333,36.816667,Retail,KES,-0.5955766460553561,-0.6033668525466531,2006,2,2,46,0.8660254037844386,0.5000000000000001,0,12,1,-1.8526396009978074,117.5,45.94929996715589,3,14,52,5,30,12,0,2
2006-02-15,3.936804,41.858383,Retail,KES,-0.6261984289602928,-0.6507885037385499,2006,2,2,46,0.8660254037844386,0.5000000000000001,0,61,3,-1.8520613689542405,524.6666666666666,1360.3237698452122,4,10,42,0,19,11,0,4
2006-02-15,-0.1,34.75,Wholesale,KES,-0.6299571686860965,-0.6566069972011386,2006,2,2,46,0.8660254037844386,0.5000000000000001,0,1,1,-1.8526029140975864,16.883333333333333,16.51805859443091,5,5,31,0,18,11,0,4
2006-02-15,-0.1,34.75,Wholesale,KES,-0.23720420016603125,-0.04842385592916169,2006,2,2,46,0.8660254037844386,0.5000000000000001,0,1,1,-1.8525386012905487,1271.5366666666666,1087.911292758586,5,5,31,0,33,5,0,0
2006-02-15,-0.1,34.75,Wholesale,KES,-0.09755204496407752,0.16782705285772048,2006,2,2,46,0.8660254037844386,0.5000000000000001,0,1,1,-1.852527428999649,1953.3333333333333,1920.7390539920304,5,5,31,0,40,8,0,0
2006-02-15,-0.1,34.75,Wholesale,KES,-0.621558051089314,-0.6435981099004372,2006,2,2,46,0.8660254037844386,0.5000000000000001,0,1,1,-1.8530534047247043,42.70666666666667,14.759302170531353,5,5,31,6,1,11,0,4
2006-02-15,-0.1,34.75,Wholesale,KES,0.7100554162650228,1.4184127691586494,2006,2,2,46,0.8660254037844386,0.5000000000000001,0,1,1,-1.8525238866228202,2679.6666666666665,3108.3542599393118,5,5,31,6,3,8,0,3
2006-02-15,0.516667,35.283333,Wholesale,KES,-0.6315420983287587,-0.6590608027508564,2006,2,2,46,0.8660254037844386,0.5000000000000001,0,43,6,-1.8529045263902735,15.786666666666664,16.51805859443091,6,19,4,0,18,11,0,4
2006-02-15,0.516667,35.283333,Wholesale,KES,-0.19715696518233322,0.013586784621967097,2006,2,2,46,0.8660254037844386,0.5000000000000001,0,43,6,-1.8525208006206781,451.6666666666667,1360.3237698452122,6,19,4,0,19,8,0,0
2006-02-15,0.516667,35.283333,Wholesale,KES,-0.28655574610930623,-0.12484874514128494,2006,2,2,46,0.8660254037844386,0.5000000000000001,0,43,6,-1.8525139955819336,1259.6233333333332,1087.911292758586,6,19,4,0,33,5,0,0
2006-02-15,0.516667,35.283333,Wholesale,KES,-0.621144152265434,-0.6429586333026318,2006,2,2,46,0.8660254037844386,0.5000000000000001,0,43,6,-1.852787762719432,42.096666666666664,14.759302170531353,6,19,4,6,1,11,0,4
2006-02-15,0.516667,35.283333,Wholesale,KES,0.4240277737463831,0.9754971495473703,2006,2,2,46,0.8660254037844386,0.5000000000000001,0,43,6,-1.8525248987311307,3716.6666666666665,3108.3542599393118,6,19,4,6,3,8,0,0
2006-03-15,-4.05,39.666667,Wholesale,KES,-0.6302431963286151,-0.657123783521458,2006,3,2,74,1.0,6.123233995736766e-17,0,32,4,-1.8191685940182314,15.976666666666667,16.51805859443091,1,13,49,0,18,11,0,4
2006-03-15,-4.05,39.666667,Wholesale,KES,-0.6209186951825075,-0.6428099178147703,2006,3,2,74,1.0,6.123233995736766e-17,0,32,4,-1.8183101687117755,43.833333333333336,14.759302170531353,1,13,49,6,1,11,0,4
2006-03-15,-1.366667,38.016667,Retail,KES,-0.6298999631575928,-0.6565995614267456,2006,3,2,74,1.0,6.123233995736766e-17,0,19,6,-1.8179406375651788,450.3333333333333,1360.3237698452122,2,6,34,0,19,11,0,4
2006-03-15,-1.366667,38.016667,Wholesale,KES,0.03704919857410587,0.36742182700409304,2006,3,2,74,1.0,6.123233995736766e-17,0,19,6,-1.8185620889399459,1953.3333333333333,1920.7390539920304,2,6,34,0,40,8,0,0
2006-03-15,2.333333,37.983333,Retail,KES,-0.628553950722211,-0.654532416145468,2006,3,2,74,1.0,6.123233995736766e-17,0,48,6,-1.8182318758985154,448.0,1360.3237698452122,2,11,45,0,19,11,0,4
2006-03-15,-1.283333,36.816667,Retail,KES,-0.6272079382868292,-0.6524652708641905,2006,3,2,74,1.0,6.123233995736766e-17,0,12,1,-1.8184334776343785,26.0,7.4457874418311745,3,14,52,0,8,4,0,4
2006-03-15,-1.283333,36.816667,Wholesale,KES,-0.6302667515462343,-0.6571609623934235,2006,3,2,74,1.0,6.123233995736766e-17,0,12,1,-1.8187068772548303,15.670000000000002,16.51805859443091,3,14,52,0,18,11,0,4
2006-03-15,-1.283333,36.816667,Wholesale,KES,-0.13120235584862336,0.10909187092674534,2006,3,2,74,1.0,6.123233995736766e-17,0,12,1,-1.8185620889399459,513.3333333333334,1360.3237698452122,3,14,52,0,19,8,0,0
2006-03-15,-1.283333,36.816667,Wholesale,KES,0.1211749757854705,0.4965886639863652,2006,3,2,74,1.0,6.123233995736766e-17,0,12,1,-1.818568494651136,1950.0,1920.7390539920304,3,14,52,0,40,8,0,0
2006-03-15,-1.283333,36.816667,Retail,KES,-0.6275444413956747,-0.6529820571845099,2006,3,2,74,1.0,6.123233995736766e-17,0,12,1,-1.8183891269934365,24.0,10.174312975228663,3,14,52,2,28,6,0,4
2006-03-15,-1.283333,36.816667,Wholesale,KES,-0.6217195725815597,-0.6440368205896291,2006,3,2,74,1.0,6.123233995736766e-17,0,12,1,-1.8187995347005463,43.67333333333334,14.759302170531353,3,14,52,6,1,11,0,4
2006-03-15,-1.283333,36.816667,Wholesale,KES,0.6292946701421128,1.2767463954216023,2006,3,2,74,1.0,6.123233995736766e-17,0,12,1,-1.8185685287240134,3636.6666666666665,3108.3542599393118,3,14,52,6,3,8,0,3
2006-03-15,3.936804,41.858383,Retail,KES,-0.6268714351779837,-0.6519484845438711,2006,3,2,74,1.0,6.123233995736766e-17,0,61,3,-1.8184745421670632,516.3333333333334,1360.3237698452122,4,10,42,0,19,11,0,4
2006-03-15,-0.1,34.75,Wholesale,KES,-0.6309935982613406,-0.6582763285523862,2006,3,2,74,1.0,6.123233995736766e-17,0,1,1,-1.81905353204644,16.213333333333335,16.51805859443091,5,5,31,0,18,11,0,4
2006-03-15,-0.1,34.75,Wholesale,KES,-0.005716981529063417,0.3017602212259598,2006,3,2,74,1.0,6.123233995736766e-17,0,1,1,-1.8185649968920525,1365.4099999999999,1087.911292758586,5,5,31,0,33,5,0,0
2006-03-15,-0.1,34.75,Wholesale,KES,-0.6176108696225567,-0.6377275660170969,2006,3,2,74,1.0,6.123233995736766e-17,0,1,1,-1.8188653813495292,47.173333333333325,14.759302170531353,5,5,31,6,1,11,0,1
2006-03-15,0.516667,35.283333,Wholesale,KES,-0.631478162738078,-0.6590199059916946,2006,3,2,74,1.0,6.123233995736766e-17,0,43,6,-1.819347095563659,14.99,16.51805859443091,6,19,4,0,18,11,0,4
2006-03-15,0.516667,35.283333,Wholesale,KES,-0.2605036754224908,-0.08943586959421963,2006,3,2,74,1.0,6.123233995736766e-17,0,43,6,-1.818553963718663,1788.5833333333333,1920.7390539920304,6,19,4,0,40,8,0,0
2006-03-15,0.516667,35.283333,Wholesale,KES,0.4761857556174292,1.0416643879842333,2006,3,2,74,1.0,6.123233995736766e-17,0,43,6,-1.8185653160254511,3405.0,3108.3542599393118,6,19,4,6,3,8,0,0
2006-04-15,-4.05,39.666667,Wholesale,KES,-0.6301792607379345,-0.6569750680335964,2006,4,5,105,0.8660254037844387,-0.4999999999999998,0,32,4,-1.8418521029071435,15.076666666666668,16.51805859443091,1,13,49,0,18,11,0,4
2006-04-15,-4.05,39.666667,Wholesale,KES,-0.09923456050830481,0.1633023841395285,2006,4,5,105,0.8660254037844387,-0.4999999999999998,0,32,4,-1.84333417213514,1040.6666666666667,1360.3237698452122,1,13,49,0,19,8,0,0
2006-04-15,-4.05,39.666667,Wholesale,KES,0.7083729007207955,1.4110030199759407,2006,4,5,105,0.8660254037844387,-0.4999999999999998,0,32,4,-1.843336093382382,3686.6666666666665,3108.3542599393118,1,13,49,6,3,8,0,3
2006-04-15,-1.366667,38.016667,Retail,KES,-0.6295634600487474,-0.6560195710240849,2006,4,5,105,0.8660254037844387,-0.4999999999999998,0,19,6,-1.8436582593752802,547.0,1360.3237698452122,2,6,34,0,19,11,0,4
2006-04-15,-1.366667,38.016667,Wholesale,KES,0.03704919857410587,0.3738537718541113,2006,4,5,105,0.8660254037844387,-0.4999999999999998,0,19,6,-1.8433421152517668,1788.5833333333333,1920.7390539920304,2,6,34,0,40,8,0,0
2006-04-15,2.333333,37.983333,Retail,KES,-0.62788094450452,-0.6534207678737018,2006,4,5,105,0.8660254037844387,-0.4999999999999998,0,48,6,-1.8434085446452926,546.0,1360.3237698452122,2,11,45,0,19,11,0,4
2006-04-15,-1.283333,36.816667,Retail,KES,-0.6272079382868292,-0.65237975945867,2006,4,5,105,0.8660254037844387,-0.4999999999999998,0,12,1,-1.8437735017616708,26.0,7.4457874418311745,3,14,52,0,8,4,0,4
2006-04-15,-1.283333,36.816667,Wholesale,KES,-0.6302297362042614,-0.6570494257775271,2006,4,5,105,0.8660254037844387,-0.4999999999999998,0,12,1,-1.8434698758420436,15.833333333333334,16.51805859443091,3,14,52,0,18,11,0,4
2006-04-15,-1.283333,36.816667,Wholesale,KES,-0.11774223149480502,0.1347081137109217,2006,4,5,105,0.8660254037844387,-0.4999999999999998,0,12,1,-1.8433284347117593,527.6666666666666,1360.3237698452122,3,14,52,0,19,8,0,0
2006-04-15,-1.283333,36.816667,Wholesale,KES,-0.16859458130353067,0.05614543936078666,2006,4,5,105,0.8660254037844387,-0.4999999999999998,0,12,1,-1.843332290617246,1433.3733333333332,1087.911292758586,3,14,52,0,33,5,0,0
2006-04-15,-1.283333,36.816667,Retail,KES,-0.6275444413956747,-0.652900263666186,2006,4,5,105,0.8660254037844387,-0.4999999999999998,0,12,1,-1.8435983306972308,25.0,10.174312975228663,3,14,52,2,28,6,0,4
2006-04-15,-1.283333,36.816667,Retail,KES,-0.5989416771438106,-0.6087131743352808,2006,4,5,105,0.8660254037844387,-0.4999999999999998,0,12,1,-1.8432359961666298,115.0,45.94929996715589,3,14,52,5,30,12,0,2
2006-04-15,-0.1,34.75,Wholesale,KES,-0.6303710675099765,-0.6572687811221232,2006,4,5,105,0.8660254037844387,-0.4999999999999998,0,1,1,-1.8430083340237466,16.93,16.51805859443091,5,5,31,0,18,11,0,4
2006-04-15,-0.1,34.75,Wholesale,KES,0.007137437228833036,0.32763671611389406,2006,4,5,105,0.8660254037844387,-0.4999999999999998,0,1,1,-1.8433209251924365,1724.3,1087.911292758586,5,5,31,0,33,5,0,0
2006-04-15,-0.1,34.75,Wholesale,KES,-0.09755204496407752,0.16590118728991157,2006,4,5,105,0.8660254037844387,-0.4999999999999998,0,1,1,-1.843331438892453,1571.9166666666667,1920.7390539920304,5,5,31,0,40,8,0,0
2006-04-15,-0.1,34.75,Wholesale,KES,-0.6190813882082113,-0.6398244543959467,2006,4,5,105,0.8660254037844387,-0.4999999999999998,0,1,1,-1.8436119537256848,48.99333333333333,14.759302170531353,5,5,31,6,1,11,0,1
2006-04-15,-0.1,34.75,Wholesale,KES,0.9254174059261162,1.7463229841192862,2006,4,5,105,0.8660254037844387,-0.4999999999999998,0,1,1,-1.8433369611544201,3980.0,3108.3542599393118,5,5,31,6,3,8,0,3
2006-04-15,0.516667,35.283333,Wholesale,KES,-0.631182040002294,-0.6585217091073579,2006,4,5,105,0.8660254037844387,-0.4999999999999998,0,43,6,-1.8429370104855232,15.936666666666666,16.51805859443091,6,19,4,0,18,11,0,4
2006-04-15,0.516667,35.283333,Wholesale,KES,-0.6196029680269218,-0.6406312359175964,2006,4,5,105,0.8660254037844387,-0.4999999999999998,0,43,6,-1.843467122517945,51.089999999999996,14.759302170531353,6,19,4,6,1,11,0,1
2006-05-15,-4.05,39.666667,Wholesale,KES,-0.629523079675686,-0.6554953489293724,2006,5,0,135,0.49999999999999994,-0.8660254037844387,0,32,4,-2.0203840190856948,16.636666666666667,16.51805859443091,1,13,49,0,18,11,0,4
2006-05-15,-1.366667,38.016667,Retail,KES,-0.6187953605656927,-0.6381514051575027,2006,5,0,135,0.49999999999999994,-0.8660254037844387,0,19,6,-2.0202389965734806,2895.3333333333335,3108.3542599393118,2,6,34,6,3,11,0,1
2006-05-15,-1.283333,36.816667,Retail,KES,-0.6272079382868292,-0.6517514365224544,2006,5,0,135,0.49999999999999994,-0.8660254037844387,0,12,1,-2.020572252970636,26.0,7.4457874418311745,3,14,52,0,8,4,0,4
2006-05-15,-1.283333,36.816667,Wholesale,KES,-0.629997549059158,-0.6562649515790567,2006,5,0,135,0.49999999999999994,-0.8660254037844387,0,12,1,-2.0194119071874943,17.006666666666664,16.51805859443091,3,14,52,0,18,11,0,4
2006-05-15,-1.283333,36.816667,Wholesale,KES,-0.08922022798906397,0.21804455522141714,2006,5,0,135,0.49999999999999994,-0.8660254037844387,0,12,1,-2.0201982492879815,1062.92,1360.3237698452122,3,14,52,0,19,8,0,0
2006-05-15,-1.283333,36.816667,Wholesale,KES,-0.08914283227402951,0.21817096338609954,2006,5,0,135,0.49999999999999994,-0.8660254037844387,0,12,1,-2.020203747745501,1641.6599999999999,1087.911292758586,3,14,52,0,33,5,0,0
2006-05-15,-1.283333,36.816667,Wholesale,KES,0.04185782799950746,0.42996040753713094,2006,5,0,135,0.49999999999999994,-0.8660254037844387,0,12,1,-2.020177434313352,1871.43,1920.7390539920304,3,14,52,0,40,8,0,0
2006-05-15,-1.283333,36.816667,Retail,KES,-0.6275444413956747,-0.6522979659403461,2006,5,0,135,0.49999999999999994,-0.8660254037844387,0,12,1,-2.0198923479700968,25.0,10.174312975228663,3,14,52,2,28,6,0,4
2006-05-15,-1.283333,36.816667,Retail,KES,-0.5955766460553561,-0.6006118981340152,2006,5,0,135,0.49999999999999994,-0.8660254037844387,0,12,1,-2.0202389965734806,116.66666666666667,45.94929996715589,3,14,52,5,30,12,0,2
2006-05-15,-1.283333,36.816667,Wholesale,KES,-0.6192260845450148,-0.6388466500632561,2006,5,0,135,0.49999999999999994,-0.8660254037844387,0,12,1,-2.020399331557522,49.49,14.759302170531353,3,14,52,6,1,11,0,1
2006-05-15,3.936804,41.858383,Retail,KES,-0.6275444413956747,-0.6522979659403461,2006,5,0,135,0.49999999999999994,-0.8660254037844387,0,61,3,-2.0198923479700968,1063.2533333333333,1360.3237698452122,4,10,42,0,19,11,0,4
2006-05-15,-0.1,34.75,Wholesale,KES,-0.6296408557637818,-0.6556886790635926,2006,5,0,135,0.49999999999999994,-0.8660254037844387,0,1,1,-2.019301588561795,18.533333333333335,16.51805859443091,5,5,31,0,18,11,0,4
2006-05-15,-0.1,34.75,Wholesale,KES,-0.0571716719026225,0.26985703119243043,2006,5,0,135,0.49999999999999994,-0.8660254037844387,0,1,1,-2.0201886155257167,1123.2533333333333,1360.3237698452122,5,5,31,0,19,8,0,0
2006-05-15,-0.1,34.75,Wholesale,KES,-0.619774584612433,-0.6397352251032297,2006,5,0,135,0.49999999999999994,-0.8660254037844387,0,1,1,-2.0201470965164248,48.803333333333335,14.759302170531353,5,5,31,6,1,11,0,1
2006-05-15,-0.1,34.75,Wholesale,KES,0.8927766043681068,1.8056939247608697,2006,5,0,135,0.49999999999999994,-0.8660254037844387,0,1,1,-2.0201913103855165,3078.0,3108.3542599393118,5,5,31,6,3,8,0,3
2006-05-15,0.516667,35.283333,Wholesale,KES,-0.6307143006809989,-0.6574212144971813,2006,5,0,135,0.49999999999999994,-0.8660254037844387,0,43,6,-2.0204503366720106,17.35333333333333,16.51805859443091,6,19,4,0,18,11,0,4
2006-05-15,0.516667,35.283333,Wholesale,KES,-0.14962253602682377,0.1203868122298409,2006,5,0,135,0.49999999999999994,-0.8660254037844387,0,43,6,-2.0201901904983455,1063.42,1360.3237698452122,6,19,4,0,19,8,0,0
2006-05-15,0.516667,35.283333,Wholesale,KES,-0.40375304885800245,-0.2904806197472438,2006,5,0,135,0.49999999999999994,-0.8660254037844387,0,43,6,-2.02018939310003,1408.7166666666665,1087.911292758586,6,19,4,0,33,5,0,2
2006-05-15,0.516667,35.283333,Wholesale,KES,-0.28882714209401306,-0.10467548921284649,2006,5,0,135,0.49999999999999994,-0.8660254037844387,0,43,6,-2.0201749863629184,1548.6233333333332,1920.7390539920304,6,19,4,0,40,8,0,0
2006-05-15,0.516667,35.283333,Wholesale,KES,-0.6179204524826946,-0.6367386080228166,2006,5,0,135,0.49999999999999994,-0.8660254037844387,0,43,6,-2.0200126473668445,50.47,14.759302170531353,6,19,4,6,1,11,0,1
2006-06-15,-4.05,39.666667,Wholesale,KES,-0.6291933066290174,-0.6552499683744006,2006,6,3,166,1.2246467991473532e-16,-1.0,0,32,4,-1.9175648998227721,18.15,16.51805859443091,1,13,49,0,18,11,0,4
2006-06-15,-4.05,39.666667,Wholesale,KES,-0.6264575363541037,-0.6509446550008047,2006,6,3,166,1.2246467991473532e-16,-1.0,0,32,4,-1.9171531606467633,43.30666666666667,14.759302170531353,1,13,49,6,1,11,0,4
2006-06-15,-4.05,39.666667,Wholesale,KES,0.2747045191962109,0.7680241724315244,2006,6,3,166,1.2246467991473532e-16,-1.0,0,32,4,-1.9183249709379369,2433.4166666666665,3108.3542599393118,1,13,49,6,3,8,0,0
2006-06-15,-1.366667,38.016667,Retail,KES,-0.628553950722211,-0.6542424209441376,2006,6,3,166,1.2246467991473532e-16,-1.0,0,19,6,-1.9179058962328521,1062.42,1360.3237698452122,2,6,34,0,19,11,0,4
2006-06-15,-1.366667,38.016667,Retail,KES,-0.6181223543480018,-0.6378167953098139,2006,6,3,166,1.2246467991473532e-16,-1.0,0,19,6,-1.918164499097533,2434.0833333333335,3108.3542599393118,2,6,34,6,3,11,0,1
2006-06-15,2.333333,37.983333,Retail,KES,-0.6292269569399019,-0.6553020187951523,2006,6,3,166,1.2246467991473532e-16,-1.0,0,48,6,-1.9179058962328521,495.75333333333333,1360.3237698452122,2,11,45,0,19,11,0,4
2006-06-15,-1.283333,36.816667,Retail,KES,-0.6272079382868292,-0.6521232252421086,2006,6,3,166,1.2246467991473532e-16,-1.0,0,12,1,-1.9179058962328521,26.0,7.4457874418311745,3,14,52,0,8,4,0,4
2006-06-15,-1.283333,36.816667,Wholesale,KES,-0.11407098257730104,0.15585917397205074,2006,6,3,166,1.2246467991473532e-16,-1.0,0,12,1,-1.918318142916227,530.97,1360.3237698452122,3,14,52,0,19,8,0,0
2006-06-15,-1.283333,36.816667,Wholesale,KES,-0.3461941920899868,-0.20963888054562832,2006,6,3,166,1.2246467991473532e-16,-1.0,0,12,1,-1.9183276736699353,1058.7133333333334,1087.911292758586,3,14,52,0,33,5,0,0
2006-06-15,-1.283333,36.816667,Wholesale,KES,0.02966968539712495,0.3821892749487591,2006,6,3,166,1.2246467991473532e-16,-1.0,0,12,1,-1.9183081071014965,1674.6466666666665,1920.7390539920304,3,14,52,0,40,8,0,0
2006-06-15,-1.283333,36.816667,Retail,KES,-0.628553950722211,-0.6542424209441376,2006,6,3,166,1.2246467991473532e-16,-1.0,0,12,1,-1.9179058962328521,24.0,10.174312975228663,3,14,52,2,28,6,0,4
2006-06-15,-1.283333,36.816667,Retail,KES,-0.5955766460553561,-0.6023146904700316,2006,6,3,166,1.2246467991473532e-16,-1.0,0,12,1,-1.9183627381079396,116.66666666666667,45.94929996715589,3,14,52,5,30,12,0,2
